shipment_id,date,region,warehouse,transport_mode,distance_km,shipment_volume_kg,promised_delivery_days,actual_delivery_days,delay_days,is_delayed,transportation_cost,fuel_surcharge_pct,customer_satisfaction,damaged_or_lost
SHP-00182,2025-07-17,South,WH-Bhopal,Road,294.1,528.2,3.67,3.92,0.25,True,661.28,3.4,5,0
SHP-01193,2025-07-17,East,WH-Mumbai,Road,2208.2,711.9,23.6,27.86,4.26,True,1523.12,2.7,3,0
SHP-01073,2025-07-17,Central,WH-Kolkata,Rail,446.7,590.3,3.17,3.78,0.61,True,445.0,11.4,4,0
SHP-00220,2025-07-17,East,WH-Bhopal,Road,2349.7,232.3,27.0,29.32,2.32,True,1343.35,11.3,3,0
SHP-00247,2025-07-18,East,WH-Chennai,Sea,1371.5,1454.0,9.63,9.18,-0.45,False,591.97,2.2,5,0
SHP-01129,2025-07-19,South,WH-Bhopal,Air,762.7,25.4,5.74,5.85,0.11,True,1246.99,10.9,4,0
SHP-00235,2025-07-20,Central,WH-Kolkata,Sea,799.4,70.4,5.2,5.28,0.08,True,137.0,5.1,5,0
SHP-00704,2025-07-20,South,WH-Bhopal,Road,2788.6,180.2,32.39,33.78,1.39,True,1444.69,7.9,4,0
SHP-00112,2025-07-20,West,WH-Mumbai,Road,1605.1,122.5,18.4,18.61,0.21,True,871.14,11.1,4,0
SHP-01171,2025-07-21,North,WH-Kolkata,Road,2100.8,312.8,26.45,26.09,-0.36,False,1322.38,2.2,5,0
SHP-00908,2025-07-21,South,WH-Delhi,Road,330.4,285.6,4.4,4.96,0.56,True,349.8,3.8,5,0
SHP-00073,2025-07-21,East,WH-Delhi,Road,177.4,235.0,2.24,2.7,0.46,True,334.79,10.9,4,0
SHP-00635,2025-07-21,South,WH-Mumbai,Sea,610.1,541.6,4.47,4.66,0.19,True,269.32,10.9,5,0
SHP-00751,2025-07-21,West,WH-Bhopal,Rail,2580.9,535.9,20.19,23.34,3.15,True,1089.32,3.4,3,1
SHP-00666,2025-07-22,South,WH-Mumbai,Air,549.7,89.7,2.56,2.89,0.33,True,1053.0,3.7,5,0
SHP-00223,2025-07-22,West,WH-Delhi,Sea,2101.5,708.9,11.77,14.33,2.56,True,660.57,5.4,4,0
SHP-00977,2025-07-22,South,WH-Delhi,Rail,912.6,135.5,9.6,9.37,-0.23,False,364.26,2.5,4,0
SHP-00474,2025-07-23,West,WH-Kolkata,Road,677.5,76.4,7.9,9.0,1.1,True,416.29,9.8,4,0
SHP-00759,2025-07-24,North,WH-Bhopal,Sea,2801.3,565.2,17.73,18.12,0.39,True,686.81,8.3,5,0
SHP-00818,2025-07-24,South,WH-Delhi,Road,1439.7,235.6,15.46,18.37,2.91,True,819.62,3.5,4,0
SHP-00574,2025-07-25,North,WH-Kolkata,Rail,2666.5,808.5,22.79,24.15,1.36,True,1318.43,10.2,4,0
SHP-00060,2025-07-25,North,WH-Bhopal,Road,810.5,507.3,8.43,10.93,2.5,True,843.71,6.9,4,0
SHP-00881,2025-07-26,North,WH-Bhopal,Road,2356.0,204.6,26.46,29.14,2.68,True,1328.68,3.8,4,0
SHP-00782,2025-07-26,North,WH-Bhopal,Road,2028.1,402.0,19.51,25.62,6.11,True,1306.41,7.6,2,0
SHP-00134,2025-07-26,North,WH-Mumbai,Sea,1773.7,309.0,11.25,12.14,0.89,True,419.53,7.6,4,0
SHP-00296,2025-07-27,North,WH-Bhopal,Road,1840.1,1209.8,21.0,24.14,3.14,True,1868.41,5.5,4,0
SHP-00083,2025-07-27,Central,WH-Mumbai,Sea,614.1,917.7,4.43,5.25,0.82,True,456.43,4.6,5,0
SHP-00275,2025-07-27,East,WH-Delhi,Sea,2692.6,678.4,17.36,19.01,1.65,True,704.12,9.6,3,0
SHP-01138,2025-07-29,South,WH-Kolkata,Sea,2049.8,92.8,10.39,13.23,2.84,True,394.93,11.3,4,0
SHP-01182,2025-07-29,East,WH-Mumbai,Road,377.2,787.4,6.56,7.4,0.84,True,842.67,5.4,4,0
SHP-00986,2025-07-31,East,WH-Mumbai,Road,2472.2,297.6,24.63,31.15,6.52,True,1590.3,11.3,3,0
SHP-00918,2025-07-31,East,WH-Chennai,Sea,2672.1,1965.8,14.98,15.6,0.62,True,1039.13,11.8,4,0
SHP-00705,2025-07-31,Central,WH-Chennai,Rail,211.6,1256.3,3.42,3.3,-0.12,False,729.98,4.1,5,0
SHP-00082,2025-08-01,East,WH-Chennai,Road,2988.7,483.6,32.63,36.73,4.1,True,1923.27,4.2,3,0
SHP-01043,2025-08-01,East,WH-Mumbai,Road,2817.3,1144.4,26.87,34.09,7.22,True,2253.14,8.6,2,0
SHP-00665,2025-08-01,South,WH-Kolkata,Air,853.2,105.8,3.78,4.25,0.47,True,1624.91,11.4,4,0
SHP-00885,2025-08-02,West,WH-Kolkata,Road,963.2,234.1,13.61,13.07,-0.54,False,616.05,11.9,4,0
SHP-00123,2025-08-02,North,WH-Kolkata,Road,186.9,241.6,3.82,4.29,0.47,True,318.16,8.4,4,0
SHP-00864,2025-08-02,East,WH-Kolkata,Road,1507.8,116.7,15.65,19.02,3.37,True,747.52,8.0,3,0
SHP-01156,2025-08-02,West,WH-Bhopal,Road,634.2,878.7,9.03,9.02,-0.01,False,985.11,7.0,4,0
SHP-00393,2025-08-03,North,WH-Kolkata,Sea,949.3,1296.7,5.16,6.55,1.39,True,505.23,7.5,4,0
SHP-00078,2025-08-03,Central,WH-Bhopal,Rail,862.5,364.6,9.7,9.55,-0.15,False,479.62,3.1,5,0
SHP-00595,2025-08-03,North,WH-Delhi,Rail,1933.7,573.8,13.91,15.51,1.6,True,930.92,3.8,4,0
SHP-00010,2025-08-03,East,WH-Mumbai,Road,2435.9,244.2,22.65,28.4,5.75,True,1318.58,6.9,3,0
SHP-00525,2025-08-03,West,WH-Bhopal,Road,1404.0,114.5,17.09,18.53,1.44,True,859.03,8.5,4,0
SHP-00889,2025-08-04,West,WH-Mumbai,Air,2426.7,210.1,7.43,8.17,0.74,True,4346.11,10.6,4,0
SHP-01102,2025-08-04,South,WH-Delhi,Sea,2955.6,1371.3,15.44,20.33,4.89,True,946.68,3.9,3,0
SHP-00118,2025-08-04,North,WH-Kolkata,Road,2221.9,317.2,21.81,27.37,5.56,True,1392.08,3.2,3,0
SHP-00088,2025-08-05,East,WH-Chennai,Road,2909.9,142.0,36.67,37.62,0.95,True,1557.2,9.8,4,0
SHP-00733,2025-08-05,West,WH-Chennai,Air,1582.2,94.1,4.58,5.72,1.14,True,2779.75,6.6,4,0
SHP-00564,2025-08-05,West,WH-Kolkata,Road,1493.2,195.6,16.31,19.75,3.44,True,903.81,7.4,4,0
SHP-00624,2025-08-05,West,WH-Kolkata,Rail,2280.1,852.1,14.88,17.49,2.61,True,1125.95,5.7,3,0
SHP-00557,2025-08-05,South,WH-Mumbai,Road,1489.9,113.8,16.26,18.67,2.41,True,846.83,4.9,4,0
SHP-00537,2025-08-05,South,WH-Chennai,Sea,737.5,181.2,6.02,6.28,0.26,True,265.76,7.8,5,0
SHP-00475,2025-08-06,East,WH-Delhi,Rail,1830.6,515.2,13.42,15.79,2.37,True,890.93,11.8,3,0
SHP-00857,2025-08-06,North,WH-Bhopal,Road,711.6,100.6,7.57,9.73,2.16,True,472.31,6.4,4,0
SHP-01135,2025-08-06,South,WH-Bhopal,Road,1523.7,712.5,19.1,18.73,-0.37,False,1379.86,6.1,5,0
SHP-00130,2025-08-06,East,WH-Kolkata,Road,1984.1,155.4,23.34,26.19,2.85,True,1116.15,10.9,3,0
SHP-00218,2025-08-06,South,WH-Chennai,Road,2273.4,428.7,22.68,28.01,5.33,True,1507.64,5.3,3,0
SHP-00070,2025-08-06,South,WH-Kolkata,Sea,1471.9,75.2,9.62,10.99,1.37,True,280.26,9.1,4,0
SHP-00332,2025-08-08,Central,WH-Delhi,Air,528.4,202.4,3.22,3.9,0.68,True,1292.54,6.9,4,0
SHP-00469,2025-08-08,South,WH-Mumbai,Air,2803.3,296.3,8.9,8.97,0.07,True,5028.78,5.5,4,0
SHP-00967,2025-08-08,West,WH-Chennai,Sea,928.1,838.5,5.88,6.49,0.61,True,437.08,3.7,4,0
SHP-00643,2025-08-08,East,WH-Kolkata,Road,984.0,35.6,13.15,13.98,0.83,True,538.98,11.8,4,0
SHP-00698,2025-08-08,West,WH-Chennai,Road,1937.3,135.2,23.09,25.33,2.24,True,1073.87,8.1,4,0
SHP-00209,2025-08-08,Central,WH-Bhopal,Rail,1706.7,194.4,13.23,16.27,3.04,True,620.87,8.9,3,0
SHP-00706,2025-08-08,East,WH-Kolkata,Air,1293.6,162.3,3.48,4.5,1.02,True,2409.51,4.6,4,0
SHP-00596,2025-08-09,North,WH-Chennai,Rail,199.3,1369.4,2.53,2.99,0.46,True,727.34,2.7,5,0
SHP-00776,2025-08-10,West,WH-Bhopal,Air,2574.7,57.2,12.3,11.96,-0.34,False,4184.65,8.9,5,0
SHP-00481,2025-08-10,North,WH-Mumbai,Rail,2916.0,423.9,23.41,24.91,1.5,True,1081.89,12.0,4,1
SHP-00145,2025-08-10,West,WH-Kolkata,Rail,1891.4,172.7,12.13,16.02,3.89,True,655.33,2.3,3,1
SHP-00575,2025-08-11,East,WH-Kolkata,Road,2440.8,129.3,29.29,32.05,2.76,True,1290.55,9.0,4,0
SHP-00491,2025-08-11,East,WH-Delhi,Rail,1506.9,881.0,12.82,14.58,1.76,True,912.36,2.2,4,0
SHP-00591,2025-08-11,East,WH-Bhopal,Rail,2670.2,49.3,23.55,24.07,0.52,True,768.43,10.3,4,0
SHP-00964,2025-08-11,South,WH-Bhopal,Rail,1474.3,760.2,12.02,14.19,2.17,True,859.56,4.7,4,0
SHP-00355,2025-08-11,North,WH-Kolkata,Sea,532.6,380.3,3.65,4.62,0.97,True,224.35,4.0,4,0
SHP-00212,2025-08-12,East,WH-Chennai,Sea,889.8,276.0,6.81,7.34,0.53,True,264.13,7.8,4,0
SHP-00684,2025-08-12,North,WH-Delhi,Road,2397.6,212.3,25.93,28.56,2.63,True,1289.25,4.1,4,0
SHP-00726,2025-08-12,South,WH-Kolkata,Sea,187.0,832.6,2.01,2.27,0.26,True,228.64,3.8,5,0
SHP-00551,2025-08-12,North,WH-Delhi,Air,1885.8,94.6,4.79,5.51,0.72,True,3149.91,6.3,4,0
SHP-00186,2025-08-13,East,WH-Kolkata,Road,1343.9,175.2,17.27,17.54,0.27,True,836.39,9.1,4,0
SHP-00987,2025-08-13,North,WH-Chennai,Sea,322.4,474.9,3.03,3.8,0.77,True,130.75,5.1,5,0
SHP-00175,2025-08-13,West,WH-Bhopal,Rail,826.0,246.4,7.22,7.61,0.39,True,330.41,7.3,4,0
SHP-01068,2025-08-13,South,WH-Chennai,Road,727.6,4.0,9.34,9.0,-0.34,False,341.16,7.5,4,1
SHP-00213,2025-08-13,Central,WH-Kolkata,Rail,2668.4,774.0,19.37,22.48,3.11,True,1291.51,4.0,4,0
SHP-00790,2025-08-14,East,WH-Chennai,Road,1274.9,36.2,15.3,15.67,0.37,True,629.28,4.4,4,0
SHP-00318,2025-08-14,Central,WH-Delhi,Road,2883.7,414.6,28.19,35.5,7.31,True,1711.02,7.8,2,0
SHP-00939,2025-08-14,South,WH-Kolkata,Rail,2301.8,823.4,16.35,18.01,1.66,True,1061.28,5.1,4,0
SHP-00125,2025-08-15,South,WH-Mumbai,Road,1897.0,504.0,19.03,24.35,5.32,True,1359.71,4.1,3,0
SHP-00287,2025-08-15,North,WH-Mumbai,Air,1466.1,69.9,5.76,6.2,0.44,True,2396.63,8.8,5,0
SHP-00903,2025-08-15,West,WH-Bhopal,Road,982.2,654.7,12.44,13.37,0.93,True,1059.93,10.6,5,0
SHP-00670,2025-08-15,West,WH-Bhopal,Road,2228.1,37.7,22.46,28.31,5.85,True,1101.72,6.0,2,0
SHP-00543,2025-08-15,Central,WH-Chennai,Road,913.4,172.5,8.53,10.9,2.37,True,613.15,11.5,4,0
SHP-00701,2025-08-16,West,WH-Chennai,Road,573.4,263.7,5.66,6.95,1.29,True,479.29,8.5,4,0
SHP-01100,2025-08-16,North,WH-Chennai,Road,2968.6,141.9,29.99,38.08,8.09,True,1612.23,11.1,2,0
SHP-00926,2025-08-16,South,WH-Chennai,Rail,2976.1,190.5,23.85,25.28,1.43,True,959.35,5.3,4,0
SHP-00783,2025-08-17,East,WH-Mumbai,Rail,989.1,180.8,6.84,8.57,1.73,True,311.13,5.8,4,0
SHP-00439,2025-08-17,North,WH-Delhi,Road,2989.1,317.8,33.31,37.96,4.65,True,1723.27,4.6,3,0
SHP-01038,2025-08-17,East,WH-Kolkata,Road,1016.9,120.5,13.54,13.3,-0.24,False,609.99,7.2,5,0
SHP-00668,2025-08-17,East,WH-Chennai,Road,2171.0,389.9,23.85,28.58,4.73,True,1404.49,9.6,3,1
SHP-00942,2025-08-17,Central,WH-Mumbai,Road,2946.6,596.8,37.57,36.22,-1.35,False,1924.44,2.2,5,0
SHP-00962,2025-08-17,West,WH-Kolkata,Air,1369.3,23.7,4.42,4.55,0.13,True,2173.67,5.0,5,0
SHP-00605,2025-08-18,Central,WH-Kolkata,Road,1150.0,404.1,12.81,15.88,3.07,True,827.95,6.3,4,0
SHP-00312,2025-08-18,West,WH-Kolkata,Sea,215.9,2656.6,0.97,0.96,-0.01,False,822.75,11.3,4,0
SHP-01082,2025-08-19,North,WH-Delhi,Road,1189.2,176.9,14.55,15.59,1.04,True,797.02,11.7,4,0
SHP-00141,2025-08-19,South,WH-Delhi,Road,2600.4,518.0,34.71,33.35,-1.36,False,1673.47,2.3,5,0
SHP-00911,2025-08-19,East,WH-Mumbai,Air,1006.2,40.2,3.09,4.07,0.98,True,1671.24,7.2,4,0
SHP-00108,2025-08-19,Central,WH-Mumbai,Road,558.4,378.1,6.41,7.48,1.07,True,580.36,5.0,4,0
SHP-00146,2025-08-19,East,WH-Mumbai,Sea,439.5,2192.7,3.67,3.6,-0.07,False,744.7,9.3,5,0
SHP-00173,2025-08-19,Central,WH-Kolkata,Road,2438.8,229.4,27.8,31.45,3.65,True,1420.94,7.2,3,1
SHP-00922,2025-08-21,West,WH-Kolkata,Road,668.1,262.3,8.82,8.78,-0.04,False,486.54,7.9,4,0
SHP-00674,2025-08-21,North,WH-Mumbai,Road,424.2,95.8,5.51,5.75,0.24,True,285.97,3.7,4,0
SHP-00570,2025-08-21,Central,WH-Mumbai,Road,2834.8,41.8,33.28,33.79,0.51,True,1421.08,6.6,4,0
SHP-00179,2025-08-21,Central,WH-Kolkata,Sea,2216.2,1249.7,11.93,15.2,3.27,True,771.88,4.6,3,0
SHP-00337,2025-08-21,West,WH-Mumbai,Road,2164.3,445.7,23.84,27.91,4.07,True,1350.29,7.9,3,0
SHP-00851,2025-08-21,North,WH-Chennai,Road,2260.0,163.8,26.51,28.89,2.38,True,1191.4,7.7,4,0
SHP-00194,2025-08-21,North,WH-Chennai,Sea,2355.8,721.0,15.2,15.56,0.36,True,652.11,9.2,5,0
SHP-00271,2025-08-21,West,WH-Bhopal,Road,1664.8,340.0,21.12,23.02,1.9,True,1149.98,2.3,4,0
SHP-00188,2025-08-22,West,WH-Delhi,Rail,1290.0,168.9,9.92,12.42,2.5,True,582.02,6.6,4,0
SHP-00597,2025-08-23,South,WH-Kolkata,Sea,2782.5,1084.6,14.84,17.44,2.6,True,900.72,4.3,3,0
SHP-00820,2025-08-23,South,WH-Chennai,Road,747.9,105.0,9.15,9.52,0.37,True,394.73,11.4,4,0
SHP-00931,2025-08-24,East,WH-Kolkata,Road,283.0,297.7,4.89,4.95,0.06,True,402.92,5.1,4,0
SHP-01024,2025-08-24,East,WH-Mumbai,Rail,2245.2,95.8,19.18,19.83,0.65,True,806.86,5.7,5,0
SHP-00028,2025-08-24,North,WH-Mumbai,Road,449.7,283.9,5.2,6.74,1.54,True,463.22,4.2,5,0
SHP-00775,2025-08-24,South,WH-Chennai,Rail,483.3,478.6,6.84,6.84,0.0,False,383.96,7.2,4,0
SHP-01051,2025-08-25,North,WH-Mumbai,Road,2160.5,322.5,26.75,26.43,-0.32,False,1328.08,7.9,4,0
SHP-00147,2025-08-25,West,WH-Kolkata,Sea,2280.9,693.3,11.69,12.9,1.21,True,665.48,10.3,4,0
SHP-00455,2025-08-25,West,WH-Kolkata,Road,2568.9,399.1,27.89,30.04,2.15,True,1605.58,9.7,4,0
SHP-00084,2025-08-25,West,WH-Bhopal,Road,972.6,261.2,9.6,10.7,1.1,True,763.44,5.0,4,0
SHP-00309,2025-08-26,Central,WH-Mumbai,Rail,1749.7,333.1,14.54,14.85,0.31,True,668.85,9.2,4,0
SHP-00898,2025-08-26,North,WH-Kolkata,Rail,1948.5,257.6,17.1,17.13,0.03,True,726.69,3.2,4,0
SHP-00473,2025-08-26,East,WH-Delhi,Road,851.5,124.8,10.21,10.05,-0.16,False,500.92,11.2,5,0
SHP-00865,2025-08-27,South,WH-Kolkata,Road,2209.0,130.4,22.66,27.53,4.87,True,1212.96,5.5,2,0
SHP-00900,2025-08-27,South,WH-Bhopal,Road,1336.9,360.4,16.86,18.86,2.0,True,932.21,3.9,4,0
SHP-00600,2025-08-27,West,WH-Kolkata,Rail,2045.3,190.4,12.5,16.12,3.62,True,789.16,9.7,3,0
SHP-00727,2025-08-27,West,WH-Chennai,Road,90.5,124.9,2.13,2.2,0.07,True,119.02,2.1,5,0
SHP-00448,2025-08-27,South,WH-Kolkata,Sea,2109.6,534.8,15.07,15.26,0.19,True,637.03,2.6,5,0
SHP-00822,2025-08-28,East,WH-Bhopal,Road,438.6,98.6,5.32,6.83,1.51,True,321.56,9.3,4,0
SHP-00232,2025-08-28,North,WH-Mumbai,Road,2791.8,273.1,27.7,34.34,6.64,True,1546.14,8.5,2,0
SHP-00707,2025-08-28,West,WH-Bhopal,Rail,2137.2,246.4,14.28,18.82,4.54,True,742.24,6.3,3,0
SHP-00142,2025-08-29,West,WH-Bhopal,Road,1523.7,375.5,16.09,19.03,2.94,True,1078.74,11.8,3,0
SHP-00052,2025-08-30,Central,WH-Kolkata,Sea,2920.2,617.8,17.83,17.69,-0.14,False,813.16,7.8,5,0
SHP-00523,2025-08-30,East,WH-Bhopal,Road,2257.8,209.0,27.88,29.27,1.39,True,1273.83,10.4,4,0
SHP-00718,2025-08-30,South,WH-Mumbai,Sea,1760.5,1142.7,11.25,11.07,-0.18,False,679.67,2.8,5,0
SHP-00642,2025-08-30,North,WH-Delhi,Air,932.1,31.5,3.34,3.28,-0.06,False,1489.54,3.9,5,0
SHP-01116,2025-08-31,Central,WH-Bhopal,Rail,1866.4,920.7,15.96,16.78,0.82,True,1000.43,5.9,4,0
SHP-00959,2025-08-31,North,WH-Mumbai,Road,2423.9,436.7,24.74,29.26,4.52,True,1633.45,7.2,3,0
SHP-00156,2025-08-31,North,WH-Mumbai,Road,1975.2,78.2,25.99,25.11,-0.88,False,1077.95,3.6,4,0
SHP-00040,2025-09-01,North,WH-Bhopal,Air,94.8,12.6,0.53,0.59,0.06,True,132.84,3.5,5,0
SHP-01177,2025-09-01,South,WH-Mumbai,Road,2082.5,212.0,21.0,26.92,5.92,True,1137.2,10.2,2,0
SHP-00371,2025-09-03,South,WH-Mumbai,Rail,590.4,1167.2,5.26,6.17,0.91,True,751.87,7.3,5,0
SHP-00486,2025-09-03,South,WH-Bhopal,Road,798.2,24.0,8.75,10.08,1.33,True,473.79,9.5,4,0
SHP-00462,2025-09-04,Central,WH-Bhopal,Air,289.1,162.3,2.55,3.29,0.74,True,917.67,8.7,4,0
SHP-00221,2025-09-04,Central,WH-Chennai,Air,116.2,48.9,1.11,1.28,0.17,True,375.66,4.1,5,0
SHP-00803,2025-09-04,East,WH-Delhi,Sea,1692.4,1144.0,11.82,12.46,0.64,True,707.07,2.1,4,0
SHP-00501,2025-09-04,South,WH-Delhi,Rail,1990.5,342.3,15.4,18.47,3.07,True,716.28,4.2,4,0
SHP-00958,2025-09-04,North,WH-Kolkata,Road,848.0,324.4,10.85,11.35,0.5,True,697.62,2.2,5,0
SHP-00375,2025-09-04,West,WH-Delhi,Road,2447.2,177.7,29.46,31.78,2.32,True,1368.47,2.0,4,1
SHP-00539,2025-09-06,South,WH-Chennai,Road,2473.5,276.1,25.67,30.3,4.63,True,1379.98,10.4,3,0
SHP-00861,2025-09-06,Central,WH-Kolkata,Road,326.8,82.5,4.18,5.18,1.0,True,181.51,6.6,4,0
SHP-00799,2025-09-06,Central,WH-Delhi,Air,1911.6,76.6,6.79,6.82,0.03,True,3215.52,8.4,5,0
SHP-00824,2025-09-06,East,WH-Delhi,Rail,2535.2,421.8,21.61,22.24,0.63,True,1055.22,5.7,4,0
SHP-00492,2025-09-07,West,WH-Kolkata,Air,2886.7,238.8,9.26,9.8,0.54,True,5124.38,3.3,4,0
SHP-00768,2025-09-07,West,WH-Mumbai,Road,2052.8,226.0,23.92,26.61,2.69,True,1151.24,8.3,4,0
SHP-00484,2025-09-07,North,WH-Bhopal,Road,714.5,144.6,8.32,9.51,1.19,True,470.51,5.7,4,0
SHP-01187,2025-09-08,West,WH-Kolkata,Road,1429.4,185.5,16.5,17.24,0.74,True,854.28,2.9,4,0
SHP-00777,2025-09-08,Central,WH-Bhopal,Road,2058.7,335.3,23.64,26.63,2.99,True,1391.33,2.8,4,0
SHP-00719,2025-09-08,West,WH-Kolkata,Rail,529.4,390.6,4.81,5.94,1.13,True,240.98,10.3,4,0
SHP-00667,2025-09-09,East,WH-Bhopal,Road,1881.4,144.0,21.12,22.83,1.71,True,1020.86,4.6,4,0
SHP-00079,2025-09-09,West,WH-Bhopal,Road,2904.8,164.9,30.45,36.79,6.34,True,1591.69,9.0,2,0
SHP-00789,2025-09-09,North,WH-Kolkata,Road,755.7,286.9,9.9,11.26,1.36,True,660.57,3.1,4,0
SHP-00089,2025-09-09,East,WH-Kolkata,Sea,2185.8,1237.4,11.95,13.11,1.16,True,827.03,11.3,4,0
SHP-00629,2025-09-09,Central,WH-Bhopal,Rail,2348.1,642.8,16.12,19.05,2.93,True,1070.89,5.2,3,0
SHP-00242,2025-09-09,North,WH-Bhopal,Road,1255.9,232.5,12.42,16.51,4.09,True,827.38,4.4,3,0
SHP-00259,2025-09-09,West,WH-Mumbai,Road,1994.2,516.6,19.85,25.43,5.58,True,1348.53,5.4,3,0
SHP-00879,2025-09-10,Central,WH-Delhi,Road,1253.5,89.8,12.88,14.63,1.75,True,652.31,3.6,4,1
SHP-00710,2025-09-10,East,WH-Delhi,Rail,580.0,442.2,6.82,6.51,-0.31,False,425.56,8.8,5,0
SHP-00027,2025-09-10,North,WH-Chennai,Road,2396.1,517.2,29.61,29.9,0.29,True,1560.56,6.2,4,0
SHP-00348,2025-09-10,North,WH-Kolkata,Rail,361.8,1117.0,3.76,3.87,0.11,True,656.64,3.1,5,0
SHP-00522,2025-09-10,North,WH-Mumbai,Rail,1282.8,370.6,12.77,12.56,-0.21,False,543.16,6.1,5,0
SHP-00604,2025-09-10,South,WH-Kolkata,Rail,2059.1,323.5,16.66,17.95,1.29,True,836.89,6.3,5,0
SHP-00480,2025-09-11,North,WH-Bhopal,Rail,1543.7,345.4,12.89,12.42,-0.47,False,686.97,2.4,5,0
SHP-01124,2025-09-11,South,WH-Delhi,Road,2140.6,29.9,19.85,25.75,5.9,True,1135.85,9.9,3,0
SHP-00266,2025-09-11,North,WH-Chennai,Road,2786.6,416.8,31.72,33.71,1.99,True,1641.82,6.5,4,0
SHP-01087,2025-09-11,East,WH-Chennai,Rail,632.5,1755.6,6.02,7.7,1.68,True,1082.78,11.4,4,0
SHP-00286,2025-09-11,East,WH-Kolkata,Sea,2156.0,940.8,11.47,13.43,1.96,True,694.82,8.9,3,0
SHP-00131,2025-09-12,West,WH-Mumbai,Rail,755.8,1271.2,5.84,7.18,1.34,True,902.48,2.1,4,0
SHP-00780,2025-09-12,West,WH-Kolkata,Road,2412.0,295.0,24.52,29.08,4.56,True,1515.87,6.2,3,0
SHP-00226,2025-09-12,West,WH-Mumbai,Rail,1466.3,715.4,12.37,12.94,0.57,True,743.39,6.2,4,0
SHP-00350,2025-09-13,West,WH-Bhopal,Rail,1581.5,902.9,9.76,12.71,2.95,True,959.44,8.7,3,0
SHP-00712,2025-09-13,East,WH-Mumbai,Rail,1186.2,401.3,9.54,10.9,1.36,True,511.99,9.3,4,0
SHP-00875,2025-09-14,North,WH-Bhopal,Road,2694.7,630.4,34.23,34.12,-0.11,False,1880.34,5.4,5,0
SHP-00495,2025-09-14,Central,WH-Bhopal,Rail,1046.3,326.6,7.81,8.77,0.96,True,488.26,9.1,4,0
SHP-00128,2025-09-14,South,WH-Bhopal,Road,277.6,117.5,2.57,2.64,0.07,True,245.75,3.4,5,0
SHP-01158,2025-09-14,North,WH-Chennai,Sea,216.4,725.1,2.86,3.41,0.55,True,234.11,4.1,4,0
SHP-00502,2025-09-15,East,WH-Kolkata,Air,2879.4,75.2,9.87,9.59,-0.28,False,4770.86,3.5,4,0
SHP-00019,2025-09-15,East,WH-Bhopal,Rail,834.8,488.9,6.29,6.85,0.56,True,493.02,11.1,4,0
SHP-00240,2025-09-16,Central,WH-Mumbai,Road,1011.0,103.8,14.1,14.41,0.31,True,566.7,11.2,4,0
SHP-00771,2025-09-16,Central,WH-Bhopal,Road,2866.2,67.1,37.9,37.11,-0.79,False,1521.4,9.7,4,0
SHP-00747,2025-09-16,West,WH-Kolkata,Sea,2529.2,336.1,13.11,16.21,3.1,True,562.5,11.9,4,0
SHP-01001,2025-09-16,South,WH-Kolkata,Road,1042.6,734.3,14.14,13.87,-0.27,False,1059.49,3.7,4,0
SHP-00180,2025-09-16,North,WH-Delhi,Road,1926.0,238.3,20.46,25.22,4.76,True,1203.01,4.8,3,0
SHP-00680,2025-09-16,Central,WH-Delhi,Road,345.0,190.1,4.73,4.66,-0.07,False,344.05,6.9,4,0
SHP-00067,2025-09-17,West,WH-Mumbai,Sea,884.9,312.7,5.69,6.35,0.66,True,264.19,10.6,5,0
SHP-00760,2025-09-17,Central,WH-Mumbai,Road,1915.8,265.9,18.02,23.47,5.45,True,1205.97,2.4,3,0
SHP-01107,2025-09-18,South,WH-Bhopal,Sea,2524.7,1284.8,17.23,16.54,-0.69,False,915.25,2.4,5,0
SHP-01005,2025-09-18,Central,WH-Bhopal,Rail,680.0,55.3,6.35,6.79,0.44,True,314.66,5.5,5,0
SHP-00107,2025-09-18,North,WH-Delhi,Road,1462.2,91.1,18.39,20.08,1.69,True,693.13,10.9,4,0
SHP-00419,2025-09-19,North,WH-Mumbai,Road,2739.9,184.6,29.02,33.58,4.56,True,1496.95,6.7,3,0
SHP-00816,2025-09-19,Central,WH-Chennai,Road,2722.3,159.1,28.54,32.98,4.44,True,1494.88,10.6,2,0
SHP-00258,2025-09-20,North,WH-Delhi,Road,2978.2,468.4,32.48,36.99,4.51,True,1917.27,9.4,3,0
SHP-00315,2025-09-21,East,WH-Chennai,Rail,2361.6,305.9,15.2,18.46,3.26,True,991.43,5.4,3,0
SHP-00412,2025-09-21,East,WH-Delhi,Sea,1323.4,367.6,7.73,9.29,1.56,True,311.28,6.9,4,0
SHP-00386,2025-09-21,East,WH-Chennai,Sea,1512.3,401.4,9.48,10.2,0.72,True,482.07,4.5,5,0
SHP-00528,2025-09-21,Central,WH-Bhopal,Road,1831.0,185.0,22.79,23.82,1.03,True,1140.5,8.9,5,1
SHP-00930,2025-09-21,South,WH-Delhi,Road,555.6,634.2,5.89,7.66,1.77,True,836.15,8.5,4,0
SHP-00058,2025-09-21,Central,WH-Mumbai,Rail,1734.7,617.6,11.23,14.68,3.45,True,808.54,2.8,3,0
SHP-00053,2025-09-22,West,WH-Chennai,Road,703.3,190.6,7.9,8.71,0.81,True,574.97,8.8,5,0
